Name,Date,Finishers,Link,FMM_Link,Scraped,Year
Laredo Marathon,11/5/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=9230231105,,False,2023.0
Game On! Marathon of the Treasure Coast,3/3/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=5307240303,,False,2024.0
Texas Marathon,1/1/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1743240101,,False,2024.0
Des Plaines River Trail Marathon,10/14/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=3724231014,,False,2023.0
Foot Levelers Blue Ridge Marathon,4/20/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=3360240420,,False,2024.0
InFirst Bank Veterans Marathon (PA),11/5/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=4579231105,,False,2023.0
Marathon 2 Marathon,10/21/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2486231021,,False,2023.0
Chessie Trail Marathon,11/4/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=7006231104,,False,2023.0
Andrew Jackson Marathon,4/6/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=729240406,,False,2024.0
DoLittle Marathon,9/16/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6067230916,,False,2023.0
Adirondack Marathon,10/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=537231001,,False,2023.0
Seabrook Lucky Trail Marathon,3/16/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2061240316,,False,2024.0
Cannonball Marathon,10/14/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6064231014,,False,2023.0
CrackedBell Bucks County Marathon,10/28/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=3313231028,,False,2023.0
Whidbey Island Marathon,4/21/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1728240421,,False,2024.0
Cocopah Casino Yuma Territorial Marathon and Half Marathon,1/27/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=3342240127,,False,2024.0
Lock 2 Lock Marathon,9/9/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=8315230909,,False,2023.0
Waushara County Crimestoppers JailBreak Marathon,9/30/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=3409230930,,False,2023.0
BG26.2 Marathon,11/5/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=4625231105,,False,2023.0
Sleeping Bear Marathon,10/7/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=4521231007,,False,2023.0
AIB International Little Apple Marathon,10/7/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6529231007,,False,2023.0
Harlingen Marathon,2/11/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=8632240211,,False,2024.0
Eisenhower Marathon,4/27/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1914240427,,False,2024.0
Millbrook Marathon,4/14/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=8068240414,,False,2024.0
New Hampshire Marathon,9/30/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=1171230930,,False,2023.0
Incredible Bank Minocqua No Frills Marathon,9/3/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=4658230903,,False,2023.0
Heart of America Marathon,9/4/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=529230904,,False,2023.0
Ely Marathon,9/23/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5923230923,,False,2023.0
Western Maryland Rail Trail Marathon,10/15/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5244231015,,False,2023.0
Boring Marathon,9/10/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5182230910,,False,2023.0
Savin Rock Marathon,3/23/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=5617240323,,False,2024.0
Fort Smith Marathon,9/24/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5485230924,,False,2023.0
Honoring our Heroes Marathon,11/18/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6283231118,,False,2023.0
Belleville Main Street Marathon,9/30/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6129230930,,False,2023.0
Lake Tahoe Marathon,10/15/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=61231015,,False,2023.0
Cummins Falls Marathon,2/24/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=4813240224,,False,2024.0
Old Forge Marathon,9/9/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6317230909,,False,2023.0
Rails to Trails Marathon,10/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=3066231001,,False,2023.0
Bizz Johnson Trail Marathon,10/7/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2122231007,,False,2023.0
San Miguel Buzz Marathon,2/17/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1603240217,,False,2024.0
NJ Trail Series One Day Marathon,9/30/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5044230930,,False,2023.0
Medtronic Twin Cities Marathon,10/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=58231001,,False,2023.0
Mesa Falls Marathon,7/20/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=723240720,,False,2024.0
OHSU Health Portland Oregon Marathon,10/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=7322231001,,False,2023.0
Combos Albany Marathon (formerly the Snickers Marathon Energy Bar Mara,3/2/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2561240302,,False,2024.0
Milwaukee Running Festival Marathon,4/13/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=5628240413,,False,2024.0
Run Oak Island,2/17/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6549240217,,False,2024.0
26.2 with Donna: The National Marathon to Finish Breast Cancer,2/4/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2682240204,,False,2024.0
Providence Health & Services Rogue Run Marathon,10/14/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5933231014,,False,2023.0
Mill Town Marathon,3/24/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=9383240324,,False,2024.0
Prairie Fire Wichita Marathon,10/8/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=3530231008,,False,2023.0
Spokane Series Marathon,10/8/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=1499231008,,False,2023.0
Museum of Aviation Foundation Marathon,1/13/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=767240113,,False,2024.0
United Supermarkets Lubbock Mayor's Marathon,10/29/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6520231029,,False,2023.0
Galveston Mardi Gras Marathon,2/24/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=3842240224,,False,2024.0
Run Crazy Horse,10/8/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=3578231008,,False,2023.0
Rivanna Greenbelt September Marathon,12/3/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5465231203,,False,2023.0
On Hill Events SOCAL River Marathon,3/2/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6837240302,,False,2024.0
Manatee Marathon & Tallahassee Ultra Distance Classic,12/9/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6740231209,,False,2023.0
Ellerbe Springs Marathon,2/24/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1371240224,,False,2024.0
Walt Disney World Marathon,1/8/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=481230108,,False,2024.0
Last Chance BQ.2 Marathon,9/9/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5377230909,,False,2023.0
Grand Rapids Marathon,10/15/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2076231015,,False,2023.0
Seattle Marathon,11/26/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=474231126,,False,2023.0
Charlotte Marathon,11/4/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2427231104,,False,2023.0
Last Chance BQ.2 Marathon,9/10/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5398230910,,False,2023.0
Seattle Ghost Marathon,11/25/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2225231125,,False,2023.0
Strolling Jim marathon,5/4/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=5585240504,,False,2024.0
Rehoboth Beach Running Co. Rehoboth Seashore Marathon,12/2/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2924231202,,False,2023.0
Adidas Greater Manchester Marathon,4/14/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6094240414,,False,2024.0
Mohawk-Hudson River Marathon,10/13/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1191241013,,False,2024.0
Boulderthon Marathon,10/8/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=7845231008,,False,2023.0
Hilton Head Marathon,2/10/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=5130240210,,False,2024.0
Spinx Run Fest,10/28/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2359231028,,False,2023.0
Irving Marathon,4/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6704230401,,False,2023.0
Cytiva Logan Marathon,9/16/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=7160230916,,False,2023.0
Wabash Trace Marathon,9/9/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=5506230909,,False,2023.0
Rockin K Trail Marathon,4/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=1614230401,,False,2023.0
North Central Trail Marathon,11/25/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=554231125,,False,2023.0
Alpha Win Ave Maria Marathon,2/10/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=8676240210,,False,2024.0
BHM26.2,10/1/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6572231001,,False,2023.0
St. Jude Memphis Marathon,12/7/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=556241207,,False,2024.0
St. Jude Rock 'n' Roll Country Music Marathon,4/26/2025,,https://www.marathonguide.com/results/browse.cfm?MIDD=775250426,,False,2025.0
B&A Trail Marathon,3/24/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=773240324,,False,2024.0
North Central Trail Marathon,11/30/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=554241130,,False,2024.0
Hawai'i Bird Conservation Marathon,12/15/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6387241215,,False,2024.0
Air Force Marathon,9/21/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=37240921,,False,2024.0
RACE Cancer Foundation Charles River Marathon,9/8/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6352240908,,False,2024.0
Amica Newport Marathon (RI),10/13/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2366241013,,False,2024.0
Garmin Marathon (prev. Oz Marathon),4/20/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1957240420,,False,2024.0
Spokane Series Marathon,10/13/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1499241013,,False,2024.0
Des Moines St. Paddy's Marathon,3/16/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=7961240316,,False,2024.0
Tamarack Health WhistleStop Marathon,10/12/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=543241012,,False,2024.0
GMAA Green Mountain Marathon,10/20/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1190241020,,False,2024.0
"Gray Manufacturing St. Joseph, Missouri Marathon",9/28/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=9178240928,,False,2024.0
Ocean State Marathon & Rhode Race,10/27/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6016241027,,False,2024.0
Queens Marathon and QDR Half Marathon,4/7/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=7418240407,,False,2024.0
Towne Bank OBX Marathon,11/10/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2530241110,,False,2024.0
Mo' Cowbell Marathon,10/6/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=5126241006,,False,2024.0
"Nashville 1/2 Marathon, Marathon & 5K",10/26/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=8445241026,,False,2024.0
Freedom's Run,10/12/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=3323241012,,False,2024.0
Mississippi Coast Marathon,11/30/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1505241130,,False,2024.0
Marathon 2 Marathon,10/26/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2486241026,,False,2024.0
BMW Dallas Marathon (formerly the Dallas White Rock Marathon),12/15/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=475241215,,False,2024.0
Napa Valley Wine Country Trail Marathon,10/28/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=1500231028,,False,2023.0
Great Lincoln Marathon,9/15/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=9453240915,,False,2024.0
ZoombieRunner Halloween Marathon,11/2/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=8942241102,,False,2024.0
Ascension Seton Austin Marathon,2/16/2025,,https://www.marathonguide.com/results/browse.cfm?MIDD=5250216,,False,2025.0
Publix Georgia Marathon,2/25/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=2541240225,,False,2024.0
Certified Piedmontese Beef Rock 'n' Roll San Antonio Marathon and 1/2 Marathon,12/3/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=2838231203,,False,2023.0
St. Petersburg Marathon,2/11/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=6838240211,,False,2024.0
Apple Tree Marathon,9/17/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=6602230917,,False,2023.0
Visit Las Cruces State 47 Marathon,1/6/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=9112240106,,False,2024.0
St. Luke's D&L RaceFest Marathon (formerly Delaware & Lehigh Heritage Mara,11/12/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=4166231112,,False,2023.0
Callaway Gardens Marathon,3/2/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=1567240302,,False,2024.0
GTM Nashville NC Running Festival Marathon,10/28/2023,,https://www.marathonguide.com/results/browse.cfm?MIDD=9254231028,,False,2023.0
Potomac River Run Fall Marathon,10/19/2024,,https://www.marathonguide.com/results/browse.cfm?MIDD=4834241019,,False,2024.0
Sugarloaf Marathon,5/12/24,532,https://www.marathonguide.com/results/browse.cfm?MIDD=1049240512,,False,
Ogden Marathon,5/18/24,"1,219",https://www.marathonguide.com/results/browse.cfm?MIDD=1600240518,,False,
Cleveland Marathon,5/19/24,"1,586",https://www.marathonguide.com/results/browse.cfm?MIDD=33240519,,False,
Jim Thorpe Area Running Festival Marathon,4/28/24,533,https://www.marathonguide.com/results/browse.cfm?MIDD=9519240428,,False,
Fredericton Marathon,5/12/24,369,https://www.marathonguide.com/results/browse.cfm?MIDD=1262240512,,False,
